sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	nucleic_acid_type	replicate	sampling_depth_m
LR139D	LR139	PRJNA693020	River metagenome	NA	River	2017-10-07	Canada:Quebec	50.32779 N 63.2865 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR139R	LR139	PRJNA693020	River metagenome	NA	River	2017-10-07	Canada:Quebec	50.32779 N 63.2865 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR140D	LR140	PRJNA693020	River metagenome	NA	River	2017-10-07	Canada:Quebec	50.3826 N 63.26749 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR140R	LR140	PRJNA693020	River metagenome	NA	River	2017-10-07	Canada:Quebec	50.3826 N 63.26749 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR142D	LR142	PRJNA693020	River metagenome	NA	River	2017-10-10	Canada:Quebec	50.30284 N 63.59752 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR142R	LR142	PRJNA693020	River metagenome	NA	River	2017-10-10	Canada:Quebec	50.30284 N 63.59752 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO149D	RO149	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-05	Canada:Quebec	50.6269 N 63.18731 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO149R	RO149	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-05	Canada:Quebec	50.6269 N 63.18731 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO151D	RO151	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-05	Canada:Quebec	50.4634 N 63.23511 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO151R	RO151	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-05	Canada:Quebec	50.4634 N 63.23511 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO152D	RO152	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-08	Canada:Quebec	50.39031 N 63.24513 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO152R	RO152	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-08	Canada:Quebec	50.39031 N 63.24513 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO152.Hypo.D	RO152.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-08	Canada:Quebec	50.39031 N 63.24513 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	20
RO152.Hypo.R	RO152.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-08	Canada:Quebec	50.39031 N 63.24513 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	20
RO154D	RO154	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-08	Canada:Quebec	50.4296 N 63.21942 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO154R	RO154	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-08	Canada:Quebec	50.4296 N 63.21942 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO156D	RO156	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-12	Canada:Quebec	50.45174 N 63.23296 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO156R	RO156	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-12	Canada:Quebec	50.45174 N 63.23296 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO157D	RO157	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-12	Canada:Quebec	50.44228 N 63.22325 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO157R	RO157	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-12	Canada:Quebec	50.44228 N 63.22325 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO159D	RO159	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-12	Canada:Quebec	50.4591 N 63.22037 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO159R	RO159	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-12	Canada:Quebec	50.4591 N 63.22037 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2117D	RO2117	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-04	Canada:Quebec	50.85482 N 63.14435 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2117R	RO2117	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-04	Canada:Quebec	50.85482 N 63.14435 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2118D	RO2118	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-04	Canada:Quebec	50.84089 N 63.18458 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2118R	RO2118	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-04	Canada:Quebec	50.84089 N 63.18458 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2119D	RO2119	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-05	Canada:Quebec	51.08891 N 63.39541 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2119R	RO2119	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-05	Canada:Quebec	51.08891 N 63.39541 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2120D	RO2120	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-09	Canada:Quebec	50.73878 N 63.2341 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2120R	RO2120	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-09	Canada:Quebec	50.73878 N 63.2341 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2122D	RO2122	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-09	Canada:Quebec	50.71616 N 63.25925 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2122R	RO2122	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-09	Canada:Quebec	50.71616 N 63.25925 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2124D	RO2124	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.65741 N 63.26254 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2124R	RO2124	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.65741 N 63.26254 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2124.Hypo.D	RO2124.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.65741 N 63.26254 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	80
RO2124.Hypo.R	RO2124.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.65741 N 63.26254 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	80
RO2126D	RO2126	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.80048 N 63.20448 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2126R	RO2126	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.80048 N 63.20448 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2126.9m.D	RO2126.9m	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.80048 N 63.20448 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	9
RO2126.9m.R	RO2126.9m	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.80048 N 63.20448 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	9
RO2126.Hypo.D	RO2126.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.80048 N 63.20448 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	15.3
RO2126.Hypo.R	RO2126.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.80048 N 63.20448 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	15.3
RO2132D	RO2132	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.90195 N 63.25593 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2132R	RO2132	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-10	Canada:Quebec	50.90195 N 63.25593 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO312D	RO312	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-06	Canada:Quebec	51.32493 N 63.46063 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO312R	RO312	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-06	Canada:Quebec	51.32493 N 63.46063 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO316D	RO316	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-06	Canada:Quebec	51.26332 N 63.3294 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO316R	RO316	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-06	Canada:Quebec	51.26332 N 63.3294 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO317D	RO317	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-07	Canada:Quebec	51.14686 N 63.40013 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO317R	RO317	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-07	Canada:Quebec	51.14686 N 63.40013 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO318D	RO318	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-09	Canada:Quebec	51.143162 N 63.40057 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO318R	RO318	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-09	Canada:Quebec	51.143162 N 63.40057 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO318.Hypo.D	RO318.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-09	Canada:Quebec	51.143681 N 63.39917 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	40
RO318.Hypo.R	RO318.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-10-09	Canada:Quebec	51.143681 N 63.39917 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	40
TR57D	TR57	PRJNA693020	Tributary metagenome	NA	Tributary	2017-10-06	Canada:Quebec	50.31023 N 63.66136 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
TR57R	TR57	PRJNA693020	Tributary metagenome	NA	Tributary	2017-10-06	Canada:Quebec	50.31023 N 63.66136 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
S33R	S33	PRJNA693020	Soil metagenome	NA	Soil	2016-08-04	Canada:Quebec	51.36618 N 63.87583 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
S33D	S33	PRJNA693020	Soil metagenome	NA	Soil	2016-08-04	Canada:Quebec	51.36618 N 63.87583 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
S34R	S34	PRJNA693020	Soil metagenome	NA	Soil	2016-08-04	Canada:Quebec	51.36654 N 63.87719 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
S34D	S34	PRJNA693020	Soil metagenome	NA	Soil	2016-08-04	Canada:Quebec	51.36654 N 63.87719 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
S35R	S35	PRJNA693020	Soil metagenome	NA	Soil	2016-08-05	Canada:Quebec	51.21284 N 63.92261 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
S35D	S35	PRJNA693020	Soil metagenome	NA	Soil	2016-08-05	Canada:Quebec	51.21284 N 63.92261 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
S36R	S36	PRJNA693020	Soil metagenome	NA	Soil	2016-08-05	Canada:Quebec	51.2095 N 63.92092 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
S36D	S36	PRJNA693020	Soil metagenome	NA	Soil	2016-08-05	Canada:Quebec	51.2095 N 63.92092 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
S37R	S37	PRJNA693020	Soil metagenome	NA	Soil	2016-08-07	Canada:Quebec	51.20212 N 63.9233 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
S37D	S37	PRJNA693020	Soil metagenome	NA	Soil	2016-08-07	Canada:Quebec	51.20212 N 63.9233 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
S39R	S39	PRJNA693020	Soil metagenome	NA	Soil	2016-08-07	Canada:Quebec	51.18631 N 63.93174 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
S39D	S39	PRJNA693020	Soil metagenome	NA	Soil	2016-08-07	Canada:Quebec	51.18631 N 63.93174 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
S40R	S40	PRJNA693020	Soil metagenome	NA	Soil	2016-08-09	Canada:Quebec	51.303572 N 63.869197 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
S40D	S40	PRJNA693020	Soil metagenome	NA	Soil	2016-08-09	Canada:Quebec	51.303572 N 63.869197 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
S42R	S42	PRJNA693020	Soil metagenome	NA	Soil	2016-08-10	Canada:Quebec	51.30536 N 63.8649 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
S42D	S42	PRJNA693020	Soil metagenome	NA	Soil	2016-08-10	Canada:Quebec	51.30536 N 63.8649 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SEDL313-s2-D	SEDL313	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-16	Canada:Quebec	51.18194 N 63.92686 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SEDL314-s2-D	SEDL314	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-17	Canada:Quebec	51.17814 N 63.92364 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SED315-s2-D	SED315	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-17	Canada:Quebec	51.18145 N 63.89828 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SED316-s2-D	SED316	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-17	Canada:Quebec	51.18873 N 63.90278 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SED317-s2-D	SED317	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-17	Canada:Quebec	51.18144 N 63.92325 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SED318-s2-D	SED318	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-17	Canada:Quebec	50.22601 N 63.91127 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SED319-s2-D	SED319	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-17	Canada:Quebec	50.21503 N 63.89979 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SEDLR10-s2-D	SEDLR10	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-14	Canada:Quebec	52.27356 N 63.77532 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SEDLR12-s2-D	SEDLR12	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-14	Canada:Quebec	52.35785 N 64.00396 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SEDLR14-s2-D	SEDLR14	PRJNA693020	Sediment metagenome	NA	Sediment	2015-06-14	Canada:Quebec	52.09031 N 63.83427 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
SEDL323D	SEDL323	PRJNA693020	Sediment metagenome	NA	Sediment	2015-08-07	Canada:Quebec	51.18145 N 63.92259 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SEDL324D	SEDL324	PRJNA693020	Sediment metagenome	NA	Sediment	2015-08-07	Canada:Quebec	51.18139 N 63.89829 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SEDL325D	SEDL325	PRJNA693020	Sediment metagenome	NA	Sediment	2015-08-07	Canada:Quebec	51.17887 N 63.92581 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SEDL326D	SEDL326	PRJNA693020	Sediment metagenome	NA	Sediment	2015-08-07	Canada:Quebec	51.18167 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SEDL327D	SEDL327	PRJNA693020	Sediment metagenome	NA	Sediment	2015-08-07	Canada:Quebec	51.18924 N 63.90315 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SEDLR35D	SEDLR35	PRJNA693020	Sediment metagenome	NA	Sediment	2015-08-09	Canada:Quebec	52.35411 N 63.99541 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SEDLR36D	SEDLR36	PRJNA693020	Sediment metagenome	NA	Sediment	2015-08-09	Canada:Quebec	52.23624 N 63.77818 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SEDLR39D	SEDLR39	PRJNA693020	Sediment metagenome	NA	Sediment	2015-08-09	Canada:Quebec	52.08602 N 63.83853 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
L330CM1R	L330CM1	PRJNA693020	Sediment metagenome	NA	Sediment	2016-08-05	Canada:Quebec	51.18157 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
L330CM2R	L330CM2	PRJNA693020	Sediment metagenome	NA	Sediment	2016-08-05	Canada:Quebec	51.18157 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	cDNA	2	NA
L330CM2D	L330CM2	PRJNA693020	Sediment metagenome	NA	Sediment	2016-08-05	Canada:Quebec	51.18157 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	NA
L330CM3D	L330CM3	PRJNA693020	Sediment metagenome	NA	Sediment	2016-08-05	Canada:Quebec	51.18157 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	DNA	3	NA
L331SR	L331S	PRJNA693020	Sediment metagenome	NA	Sediment	2016-08-05	Canada:Quebec	51.18164 N 63.92405 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
L331SD	L331S	PRJNA693020	Sediment metagenome	NA	Sediment	2016-08-05	Canada:Quebec	51.18164 N 63.92405 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
L332SR	L332S	PRJNA693020	Sediment metagenome	NA	Sediment	2016-08-11	Canada:Quebec	51.18935 N 63.90314 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
L332SD	L332S	PRJNA693020	Sediment metagenome	NA	Sediment	2016-08-11	Canada:Quebec	51.18935 N 63.90314 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
